prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_0.1,prob_1.1,prob_2.1,prob_3.1,prob_4.1,prob_5.1
2.332108550717749e-07,5.366972599847586e-13,2.1112027681624568e-09,3.570364697225159e-07,0.9999994039535522,4.333369080233851e-11,0.0015007520560175,0.0001606292789801,0.0021417217794805,0.000722688215319,0.99470055103302,0.0007736390689387
9.68598187767178e-11,0.9964615702629088,0.0035382367204874,1.0490852631050984e-08,2.011536395229996e-07,5.934028268761438e-10,0.0002132020890712,0.9282541871070862,0.0693359896540641,0.0009532946278341,0.0006924986373633,0.0005507987807504
5.969291901053442e-12,1.0,2.067692371487961e-11,3.7962094405485924e-12,1.5611149254812081e-13,1.3088563566299172e-10,0.0002444257843308,0.9950608015060424,0.0023623418528586,0.0006174953887239,0.0001311815431108,0.0015837750397622
3.9811812700685226e-12,2.6699864107831983e-12,1.6872243879806348e-10,1.0,1.1696822980675205e-12,1.359870688277809e-10,0.0006826634635217,0.0008734462317079,0.0042257979512214,0.9933404922485352,5.75554950046353e-05,0.0008200267329812
3.0227707004115704e-09,0.9999974966049194,2.710318081078356e-11,1.6758049115050966e-10,9.67573157012458e-12,2.4983094135677675e-06,0.001760485349223,0.5860203504562378,0.010631937533617,0.0026581848505884,0.0008989544585347,0.3980300724506378
6.609647453924977e-14,1.3076509874920814e-09,1.0,6.042996658628397e-11,7.900012310990688e-10,1.6556305209181749e-13,0.0003147923853248,0.0427224822342395,0.947754979133606,0.0071892980486154,0.0018275352194905,0.0001908989506773
0.0013322778977453,0.2571629583835602,0.0021007251925766,0.7393960356712341,7.923593329905998e-06,8.802434336985243e-08,0.0033729979768395,0.0037315788213163,0.0189180187880992,0.9717934131622314,0.0003098769229836,0.001874090405181
5.222794419168507e-10,1.1380433401209088e-10,0.9997345209121704,0.0002638357691466,1.621082674319041e-06,5.9126891750749255e-12,0.0011924002319574,0.004287508316338,0.1876568347215652,0.8056512475013733,0.0007105788099579,0.0005014268681406
5.63555369037516e-10,1.1617852457845856e-08,5.3874214117621826e-11,3.741359652642551e-11,1.0,1.402692850760445e-09,0.0003622168733272,0.0003473869001027,0.0015445592580363,0.0001664858573349,0.9961366653442384,0.0014426689594984
5.3117961418269735e-12,1.0199877054084537e-10,1.0,2.061901538397137e-09,1.993086584661796e-09,3.0605341394887575e-13,0.0029887561686336,0.1155521944165229,0.7450935244560242,0.1331715136766433,0.0024826254229992,0.0007113629835657
1.7644438798924966e-08,7.042817717906047e-11,3.222217825893381e-09,1.0,1.0836803676639304e-09,8.5875667688029e-10,0.1546262949705124,0.0045625581406056,0.0143310325220227,0.8061084151268005,0.0056305797770619,0.0147411236539483
0.9449822306632996,0.0549959614872932,7.875840951632185e-11,1.2018332162799794e-10,1.4730906494619942e-09,2.17945889744442e-05,0.0028672346379607,0.9555335640907288,0.000541721121408,0.0009059956064447,0.0001544619299238,0.0399970337748527
0.9999959468841552,1.634415866647032e-06,2.0002048628509076e-11,2.0867380499112187e-06,5.1307895432284305e-11,3.241299566525413e-07,0.995522141456604,0.0002604702604003,8.762085053604096e-05,0.0026441235095262,5.996960680931807e-05,0.0014256598660722
0.999809980392456,1.402952087836695e-09,1.6915836786868255e-11,3.10178336349054e-08,0.0001899687486002,3.57688456631422e-08,0.2384747862815857,0.0217083226889371,0.0878242999315261,0.6110961437225342,0.0266410764306783,0.014255397953093
3.6425590733794876e-13,1.028834240024423e-09,1.0,2.6418272014439026e-08,5.095892111062206e-11,2.35325322596458e-13,0.0017070471076294,0.0396593995392322,0.2487368732690811,0.7083710432052612,0.000557116640266,0.0009685063268989
1.1075874939425744e-10,2.8812743857464795e-11,6.260285179138236e-09,1.5692942821957099e-12,1.0,3.5168690876163915e-11,0.0003493213152978,0.0033484774176031,0.0850647315382957,0.0009864015737548,0.9100151658058168,0.0002359198697376
2.7199510554964945e-07,3.0389417111226225e-12,3.658196724601152e-14,1.3760601165480058e-11,2.739076307989308e-07,0.999999463558197,0.3156176805496216,0.0080212373286485,0.001525119296275,0.0022264749277383,0.0350867845118045,0.6375226974487305
4.082031409780029e-06,3.276552293374202e-11,5.341010294625248e-13,5.959419069334615e-10,3.731463582568041e-09,0.9999958872795104,0.1466708183288574,0.006668928079307,0.0146190598607063,0.0467804446816444,0.0282314233481884,0.7570293545722961
1.7598356799597422e-11,6.278664654163492e-13,1.8084521380412608e-10,1.0,2.8269636523185763e-14,9.049458773481569e-14,0.0042854812927544,0.0002352051524212,0.0009905495680868,0.9934213757514954,6.164851220091805e-05,0.0010057424660772
6.382455675080223e-11,4.548984886693086e-12,2.595837086949437e-11,1.0,2.9667194807563024e-13,5.606462863405604e-11,0.0091986209154129,0.000365951214917,0.0006246119737625,0.9854468703269958,5.707207310479134e-05,0.0043068961240351
0.0001938354107551,4.7392444135763157e-11,7.327854518734966e-07,2.8704864689643728e-06,0.9998024702072144,6.577452893452573e-08,0.4028277099132538,0.0106341857463121,0.0522050894796848,0.1519326418638229,0.2825674414634704,0.0998329520225524
0.9302056431770324,0.0114317992702126,1.8814246161014125e-08,0.000672620604746,0.0576283186674118,6.159122858662158e-05,0.9506486654281616,0.0018938331631943,0.0010469600092619,0.0033419076353311,0.0369156897068023,0.0061529572121798
0.2004832178354263,1.824292361618518e-08,3.308050990254164e-13,2.167968471411541e-09,1.797281490301117e-10,0.7995167374610901,0.3049823939800262,0.0154555616900324,0.0009472934179939,0.0133842891082167,0.0011795389000326,0.6640509366989136
0.0032428365666419,4.3227186097283276e-07,9.438543280282374e-09,3.906235974682204e-07,0.8930339813232422,0.1037223637104034,0.0098208747804164,0.0137152774259448,0.0930296629667282,0.8751261830329895,0.003418450243771,0.0048895548097789
4.0822983882193846e-11,4.476177067891385e-11,4.965112020727247e-05,0.999950349330902,2.7966877078067217e-11,2.2597534954371667e-10,0.0006928453221917,0.0004175295471213,0.0056641055271029,0.9923535585403442,8.599493594374508e-05,0.000785949116107
6.044742804078851e-07,4.561098677566268e-13,9.527342115234205e-08,0.9999748468399048,2.425792990834452e-05,1.7291257847773522e-07,0.0118676098063588,0.0002200407907366,0.0043840208090841,0.980516791343689,0.0007470073760487,0.002264508511871
5.212496603235195e-07,8.083603231234804e-11,1.553283595967514e-06,0.9979265332221984,2.17814516645376e-07,0.0020711827091872,0.0427296385169029,0.0033723569940775,0.0263917595148086,0.7727777361869812,0.0482170842587947,0.1065114289522171
9.26317134108956e-10,1.4254568012073143e-11,3.0118984563343165e-12,1.0,8.888389156636034e-13,3.8929509615925895e-10,0.0645467415452003,0.0006494417903013,0.0034309334587305,0.9169981479644777,0.001719068037346,0.0126556828618049
1.0,1.009164648548e-12,5.9150512992430646e-15,6.7017147040160374e-12,1.8384846054396442e-13,4.127730709319044e-12,0.9954279661178588,0.0001528764696558,7.53009007894434e-05,0.0032791646663099,5.166583287063986e-05,0.0010130543960258
1.419125789103859e-10,1.8792718492477434e-09,1.146578142652288e-05,2.10291888069758e-11,0.9999885559082032,1.760318280030759e-10,0.0001132684410549,0.0018489307258278,0.0251059643924236,0.0002122520381817,0.9721067547798156,0.0006128390668891
2.14336026260753e-07,2.1822215146016788e-08,3.3307065439025507e-10,6.29748087010995e-10,0.3387793302536011,0.6612204313278198,0.007331492844969,0.0058305189013481,0.0007117394125089,0.0006267876597121,0.0090044271200895,0.9764950275421144
9.061131844845247e-10,1.6612547426575477e-07,2.2008958211472415e-08,8.39701260701986e-06,3.913844750513818e-07,0.9999909996986388,0.0015152789419516,0.0005720677436329,0.0002595893165562,0.0002591592201497,0.002493594540283,0.9949002861976624
1.0,3.1300213682310288e-15,7.672181443652709e-16,2.3475202337586154e-10,5.912272338370882e-10,3.312098928454077e-10,0.9968154430389404,4.840823021368124e-05,8.59000429045409e-05,0.002259376225993,0.0002167635975638,0.0005741381901316
4.169271039522471e-10,1.842503146581853e-12,8.44768211546304e-13,5.510406380867563e-14,1.0,1.806186623876105e-11,0.0003564344369806,0.0005311129498295,0.0028928837273269,0.0003006284241564,0.9957222938537598,0.0001966595009434
1.1258365795185911e-08,3.895913209817081e-07,0.9403786659240724,0.058330800384283,0.001226642052643,6.351010233629495e-05,0.0094218431040644,0.0433715991675853,0.6871892213821411,0.2540110051631927,0.0056731300428509,0.0003332439810037
1.2127644666293236e-08,7.781388688954395e-08,4.4300643708972126e-10,0.0008362507796846,4.6408615839155227e-10,0.9991636872291564,0.0084331138059496,0.0057607884518802,0.0052396985702216,0.8029817342758179,0.0003461895976215,0.1772384643554687
7.828249363228679e-05,3.4041654544125777e-06,5.0153869772528995e-12,4.883129456345614e-10,1.2469050236774135e-09,0.9999182820320128,0.0183041114360094,0.0044990903697907,0.0002118886186508,0.0011757481843233,0.0002591200172901,0.9755500555038452
4.9218418105229436e-14,6.4400320631818894e-09,1.0,1.859186415931191e-11,4.1903397418607824e-11,2.5986047555849427e-14,0.0002806373813655,0.0358620695769786,0.95839124917984,0.0045745368115603,0.0007116804481483,0.0001798333541955
8.945571394747276e-09,4.1957487484367556e-10,2.420151752613453e-12,3.608951146816253e-07,1.7821943920637295e-09,0.9999996423721312,0.0006767035229131,0.0006795447552576,0.0001014797671814,0.0003182759101036,0.0001850480475695,0.9980389475822448
0.0002755312307272,3.9046127442432516e-10,2.0705030571999128e-12,1.1760437068630836e-09,0.0837471112608909,0.9159773588180542,0.0367039889097213,0.0068269385956227,0.0058942167088389,0.0037352982908487,0.7946996092796326,0.1521399468183517
2.591058064719404e-13,1.504652544781493e-07,0.9999998211860656,1.273232363985244e-08,1.1447589404189884e-10,7.538715745408764e-13,0.0031892661936581,0.1859541535377502,0.5454462766647339,0.2635469734668731,0.0014904838753864,0.0003728602896444
0.4159221947193146,6.721344902871351e-07,2.040147564774664e-12,0.0172786936163902,2.5643554835141916e-08,0.5667983889579773,0.1790000647306442,0.4083545506000519,0.0256862509995698,0.3179988861083984,0.0040711285546422,0.0648891180753707
1.545610395226049e-08,2.1070054145866383e-08,0.1902437806129455,0.809401273727417,0.0003548977256286,1.2002235649788418e-08,0.0406888052821159,0.0985468477010726,0.4334012866020202,0.3627595901489258,0.0613231845200061,0.0032802806235849
5.5468952347981215e-11,4.0267407463989706e-11,3.030869493159116e-07,0.9999995231628418,1.0464511479568728e-09,1.9327855227402327e-07,0.0013749609934166,0.0002508007746655,0.0023078620433807,0.9954541325569152,6.912484968779609e-05,0.0005430944147519
1.502348592752334e-11,0.3394308686256408,0.6605679392814636,1.2203112191855323e-06,1.087569877905592e-11,2.477328786554267e-09,0.0113224796950817,0.3414325416088104,0.2363999933004379,0.3117963075637817,0.0011462802067399,0.0979023799300193
1.0,9.17599600903235e-14,9.69494853185959e-16,3.4913395959013105e-12,7.140383661945193e-13,5.2387213490823195e-12,0.9965000748634338,8.921932021621615e-05,6.322501576505601e-05,0.0027520623989403,8.155446266755462e-05,0.0005138583364896
0.9976807236671448,0.001662824768573,9.484596219522246e-09,3.044381857719713e-09,4.877859396401618e-07,0.0006559795001521,0.0696193575859069,0.8632348775863647,0.0131703410297632,0.011868879199028,0.0125240059569478,0.0295825656503438
6.575483213477895e-11,1.2311112129737012e-08,9.431614560531654e-13,6.671287654247404e-12,4.0684816626779246e-11,1.0,0.0009871252113953,0.0194759331643581,0.0002804856922011,0.0002785333490464,0.0001629834878258,0.978814959526062
0.4892696738243103,0.0001227118627866,1.297112476095208e-06,3.0539478501623314e-08,0.0001053955638781,0.5105009078979492,0.0008206316269934,0.1104519441723823,0.2833306193351745,0.0011500599794089,0.564546525478363,0.0397002026438713
2.832564640741636e-13,1.9017855866498845e-12,1.4822585381324414e-09,1.0,4.2794237663061623e-13,7.019359052340413e-12,0.0013331159716472,0.0120734702795743,0.27696692943573,0.708630383014679,0.0004665832675527,0.000529526208993
7.818712344231925e-10,4.054986391111015e-08,1.0760322320668704e-11,5.871522712475041e-11,7.076886632262358e-09,0.9999999403953552,0.0003598384500946,0.0006453825626522,0.0001782608887879,0.0001748913055052,0.0007436193991452,0.9978979825973512
6.782744504940652e-11,2.333574479485012e-11,5.216277410013959e-11,1.0860623246003109e-13,0.9999999403953552,6.190951751250395e-08,0.0002824271505232,0.0017445816192775,0.0033711912110447,0.0001590307365404,0.9919111132621764,0.0025316628161817
1.1293516122279355e-10,5.728752433369066e-13,1.9423758601533336e-08,1.0,1.7780542663214938e-11,6.02931760074199e-10,0.0283650513738393,0.0018895148532465,0.0074486951343715,0.5630987882614136,0.0016153067117556,0.3975826501846313
1.0,2.54666323836264e-13,1.455757515842458e-15,7.060116922509574e-13,2.1477855952078958e-11,4.486308213813572e-09,0.8409416675567627,0.0119369588792324,0.0004824298375751,0.0112376175820827,0.0003950367390643,0.1350062787532806
1.4020878680298663e-08,6.370945104805514e-09,9.07915600691922e-05,3.5568876732838813e-09,0.9999085664749146,6.174731197461369e-07,0.0157730933278799,0.0036474489606916,0.0192286409437656,0.0095763932913541,0.9351374506950378,0.0166369695216417
0.0001798649027477,0.9998138546943665,2.3530927206749647e-10,6.226706318557262e-06,3.9305642074438645e-11,3.8502566468423545e-08,0.002058187732473,0.953959584236145,0.0033820169046521,0.0034865667112171,0.0001487975096097,0.0369648449122905
0.9957184195518494,1.7507265082095103e-10,2.502180862680448e-13,1.0337318674669138e-11,0.0011835881741717,0.0030980082228779,0.1381725668907165,0.2180962562561035,0.0067618596367537,0.0146578811109066,0.01066389773041,0.6116475462913513
1.0040815292926276e-13,7.214385339127105e-11,1.0,9.027295022612235e-10,6.791413653672862e-09,5.176728186742642e-13,0.0001883172953967,0.0293756816536188,0.9654340744018556,0.0017893807962536,0.0030479391571134,0.000164593453519
2.4622765977255767e-06,1.8916377353406233e-09,7.541384373531065e-14,3.061364703405012e-11,5.687853899871698e-06,0.9999918341636658,0.0216933116316795,0.0029300495516508,0.0047767735086381,0.0017201602458953,0.8918465971946716,0.0770331025123596
3.4814878091538055e-08,1.1671869026841364e-10,1.168940833018439e-09,3.125225855882263e-09,0.99993896484375,6.100384780438617e-05,0.0023397568147629,0.0012365182628855,0.0055326079018414,0.0009540660539641,0.9298540949821472,0.0600829720497131
4.531666153440028e-09,0.8477774262428284,7.363711119978689e-06,1.975310019719512e-11,5.6743072462950295e-08,0.1522151231765747,0.0004186088917776,0.8815628290176392,0.004464104771614,0.0005837426288053,0.0010727298213168,0.1118980124592781
1.5891983284888054e-09,0.9609465003013612,0.0390498675405979,3.6020373954670504e-06,1.0511590708972562e-08,3.5904548667531344e-08,0.0003596661845222,0.5437039732933044,0.4479563534259796,0.0013398880837485,0.0035276787821203,0.0031124125234782
1.5662336878830008e-12,0.999999463558197,5.156327915756265e-07,1.298632902602126e-11,6.813567071661808e-12,4.8810861602577305e-11,0.0003192872973158,0.2590510845184326,0.7361702919006348,0.0014971671625971,0.0017757455352693,0.0011864111293107
0.9999959468841552,9.053280586139578e-14,2.98031185234221e-14,2.2518499065427025e-07,1.952101911228965e-07,3.65326718565484e-06,0.8210161924362183,0.0007309504435397,0.0003585044760257,0.0200142133980989,0.0002899294777307,0.1575901955366134
0.6346628665924072,0.3610550165176391,5.902712018723832e-06,0.0005056535010226,6.888338248245418e-06,0.0037636966444551,0.5812659859657288,0.0022893738932907,0.0097351437434554,0.3849217891693115,0.0012027402408421,0.0205850042402744
7.266068823008619e-12,1.0,4.2251748974542194e-12,2.1359921210245547e-12,1.2920183857251938e-13,6.4551874956464425e-09,0.0002204754127888,0.9894932508468628,0.0026864183600991,0.0003033986140508,0.0002348939160583,0.007061565760523
0.996465027332306,9.066748241082225e-09,6.874989726818326e-12,9.364620190410731e-12,2.5022764305049353e-08,0.0035349268000572,0.0116252908483147,0.0054402761161327,0.0003764048160519,0.001740796607919,0.0003765252477023,0.9804406762123108
1.9260612589278026e-06,7.580730487788401e-10,1.997023446165258e-06,1.7254700424018665e-07,0.9999951720237732,7.367272587543994e-07,0.0023275865241885,0.0004802851181011,0.000538705731742,0.0048946617171168,0.0004938722704537,0.9912648797035216
9.741021322895451e-10,1.9907346882064303e-09,0.0066446620039641,6.413486929035539e-12,0.9933553338050842,5.3145040451729735e-11,0.0001669693301664,0.0022144950926303,0.0275445245206356,0.0002743526711128,0.969586968421936,0.0002126917388522
7.546942264917769e-14,2.11391792959148e-10,1.0,2.6705467698340257e-11,2.714062030673148e-10,4.4107282388093645e-14,0.0003895770641975,0.028256507590413,0.9625099897384644,0.0076981717720627,0.0009068443323485,0.0002389187720837
1.466286869700184e-09,3.6665756653064825e-08,3.3631940548478627e-12,1.409483363357111e-10,8.355122149694694e-12,0.9999999403953552,0.0006024934118613,0.0018507672939449,0.0004574798513203,0.0002394302136963,0.0012026746990159,0.995647132396698
2.5252741564507625e-10,1.9210274615488745e-07,2.778125819669075e-12,1.851760828008864e-10,9.548285717642102e-09,0.9999998211860656,0.0010557289933785,0.0086785228922963,0.0087324315682053,0.0008435958297923,0.0784115195274353,0.9022781848907472
0.8461424112319946,8.276831977127586e-06,1.1138526906373514e-10,8.057929323790347e-11,2.463218322645844e-07,0.1538490504026413,0.1537592113018036,0.4677019417285919,0.0013126459671184,0.0085487058386206,0.0005881475517526,0.368089348077774
1.6399038377246097e-11,0.9999952912330629,4.641496616386576e-06,9.155372993063793e-08,3.890340740525522e-13,1.719926645549208e-09,0.0010242691496387,0.8134326338768005,0.1469942033290863,0.0163125842809677,0.0005742218345403,0.0216620620340108
1.0,5.616204550029647e-12,9.456412407209754e-16,5.661088611774723e-11,1.4384991136630334e-13,9.262606957480268e-13,0.9948163032531738,0.0010185490828007,7.074532913975418e-05,0.0018865381134673,3.990554250776768e-05,0.0021679732017219
3.694714223456685e-07,3.9563245041174255e-11,7.2786536797764265e-09,1.350328027172054e-08,0.9999995827674866,9.594761790632234e-11,0.3888844847679138,0.0345623977482318,0.0383118465542793,0.0734223648905754,0.4485946893692016,0.0162242092192173
2.1270855909971687e-10,0.0038040275685489,0.9961958527565002,9.595258632089101e-08,1.4539326409490627e-09,8.691611666500343e-12,0.0073141218163073,0.1085216999053955,0.7924312353134155,0.083988182246685,0.0071336640976369,0.0006110738031566
1.905708934841349e-14,6.774250049801366e-10,1.0,2.205047776315805e-11,4.3571393715247103e-10,5.25981439392781e-13,0.0005121994763612,0.5850556492805481,0.3729398846626282,0.0027312336023896,0.0063153831288218,0.0324456170201301
1.2508693636448244e-08,1.200226203146304e-11,3.2533932145528688e-12,4.041115098801784e-12,1.0,6.060225238302408e-11,0.0026033907197415,0.0009581382619217,0.0035884578246623,0.0009667921694926,0.988064706325531,0.0038185166195034
3.461586857156363e-07,4.406981446436475e-09,0.0106581263244152,1.797064396669157e-05,0.9893235564231871,1.5502288341906478e-10,0.002067806199193,0.002558801556006,0.0152662452310323,0.0023243485484272,0.9767343401908876,0.0010484361555427
9.76118608377874e-05,3.20470571750775e-05,0.000111027395178,0.999759316444397,1.5460033253589245e-08,8.036201037953106e-09,0.3210459053516388,0.0147939473390579,0.0085531771183013,0.5889021158218384,0.0022296486422419,0.0644751861691474
3.0294389219420736e-10,0.0015581552870571,7.336058160944958e-08,1.850520604806949e-11,2.3481327993124523e-10,0.998441755771637,0.0003034559194929,0.9546295404434204,0.0395780205726623,0.0010417873272672,0.000549686839804,0.0038974916096776
0.999999225139618,7.571499622827105e-07,2.030805401230171e-13,6.380370454195372e-09,4.4625875260731473e-13,9.934150724255629e-11,0.9965827465057372,0.0003373596409801,5.898270319448784e-05,0.0020302650518715,3.318846574984491e-05,0.0009574392461217
7.641640792366289e-11,2.8069653268403272e-08,2.4140279619028204e-12,3.2329213091319975e-12,8.799980744100822e-10,1.0,0.0004333188990131,0.0014001334784552,0.0004850054392591,0.0001652067148825,0.0034522612113505,0.9940640926361084
1.0320218457593457e-08,1.6835268752402044e-06,0.0007745620096102,0.9992103576660156,1.3372530702326912e-05,1.0007387807320356e-08,0.0338787101209163,0.0335088409483432,0.115353949368,0.7941803932189941,0.0122420778498053,0.0108360219746828
4.1491348551359047e-11,0.0002213124535046,0.999772608280182,6.092770945542725e-06,8.323870759330275e-11,1.9279129074428747e-12,0.0006355875520966,0.9264980554580688,0.0669911727309227,0.0048011438921093,0.0005769510171376,0.0004970573936589
9.527481234505863e-12,0.9999998211860656,3.72573333295989e-10,1.643694105268878e-07,6.314244374756861e-14,1.1348488371254462e-08,0.0004644470172934,0.985379159450531,0.0055475966073572,0.0070034796372056,9.568458335706964e-05,0.0015096154529601
2.032014663200244e-06,0.9579899311065674,0.0420065075159072,1.412530082234298e-06,4.337832493206406e-08,5.2477489020930086e-08,0.0300497077405452,0.4612672328948974,0.2572997510433197,0.2207962125539779,0.0140385488048195,0.0165485329926013
1.0,2.0347636908724102e-09,6.640314790000089e-14,1.6946503228476573e-11,8.402899903670047e-12,2.6650859297205903e-10,0.9977574944496156,0.0001200732731376,5.594974572886713e-05,0.0016807031352072,6.198893970577046e-05,0.0003237759228795
